Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-02 09:30:00-04:00,32978.48828125,33191.6796875,32792.01171875,33136.6796875,0,0.0,0.0
2022-05-02 10:30:00-04:00,33134.3515625,33224.94921875,32816.46875,32830.8984375,55915947,0.0,0.0
2022-05-02 11:30:00-04:00,32833.76171875,32976.21875,32790.26171875,32906.94921875,42505072,0.0,0.0
2022-05-02 12:30:00-04:00,32909.0,32952.76171875,32688.1796875,32752.76953125,42465170,0.0,0.0
2022-05-02 13:30:00-04:00,32752.689453125,32789.62890625,32517.529296875,32549.119140625,40395649,0.0,0.0
2022-05-02 14:30:00-04:00,32548.75,32978.859375,32449.869140625,32939.23046875,57259531,0.0,0.0
2022-05-02 15:30:00-04:00,32938.0703125,33077.8203125,32900.9296875,33066.91015625,64649763,0.0,0.0
2022-05-03 09:30:00-04:00,33086.08984375,33188.0390625,32914.75,33088.12109375,0,0.0,0.0
2022-05-03 10:30:00-04:00,33088.26171875,33294.51171875,32978.109375,33269.80078125,46078575,0.0,0.0
2022-05-03 11:30:00-04:00,33269.53125,33341.578125,33140.19921875,33192.3984375,40254199,0.0,0.0
2022-05-03 12:30:00-04:00,33192.03125,33291.87890625,33117.2109375,33224.1484375,34079504,0.0,0.0
2022-05-03 13:30:00-04:00,33225.51171875,33275.421875,33013.44140625,33017.19140625,32919261,0.0,0.0
2022-05-03 14:30:00-04:00,33017.53125,33248.21875,32974.53125,33145.76953125,41042704,0.0,0.0
2022-05-03 15:30:00-04:00,33146.2890625,33195.0390625,33009.46875,33117.76953125,50919481,0.0,0.0
2022-05-04 09:30:00-04:00,33171.80078125,33278.98046875,33114.4609375,33172.6015625,0,0.0,0.0
2022-05-04 10:30:00-04:00,33173.6796875,33185.26171875,33046.69140625,33064.55859375,35490597,0.0,0.0
2022-05-04 11:30:00-04:00,33062.8984375,33233.3515625,33021.83984375,33224.55078125,31743143,0.0,0.0
2022-05-04 12:30:00-04:00,33224.21875,33305.671875,33205.8515625,33233.140625,31210169,0.0,0.0
2022-05-04 13:30:00-04:00,33233.94140625,33402.28125,33158.23046875,33368.76953125,47258367,0.0,0.0
2022-05-04 14:30:00-04:00,33367.69140625,33949.03125,33054.8984375,33946.66015625,82818973,0.0,0.0
2022-05-04 15:30:00-04:00,33948.3515625,34117.73828125,33943.6015625,34056.5390625,66861154,0.0,0.0
2022-05-05 09:30:00-04:00,33854.171875,33854.171875,33368.16015625,33407.96875,0,0.0,0.0
2022-05-05 10:30:00-04:00,33406.66015625,33444.109375,33034.55078125,33097.8203125,52370123,0.0,0.0
2022-05-05 11:30:00-04:00,33098.609375,33214.640625,32828.58984375,33028.69140625,47460053,0.0,0.0
2022-05-05 12:30:00-04:00,33027.98828125,33193.37890625,32898.44921875,33077.98828125,41341009,0.0,0.0
2022-05-05 13:30:00-04:00,33077.98046875,33155.80078125,32850.69140625,32850.69140625,38968488,0.0,0.0
2022-05-05 14:30:00-04:00,32852.9296875,32987.87109375,32716.5390625,32740.240234375,51185232,0.0,0.0
2022-05-05 15:30:00-04:00,32737.599609375,33036.7890625,32685.099609375,33032.6015625,80626923,0.0,0.0
2022-05-06 09:30:00-04:00,32773.87890625,32836.48828125,32474.689453125,32711.830078125,0,0.0,0.0
2022-05-06 10:30:00-04:00,32710.83984375,33055.83984375,32587.98046875,32952.7109375,58299765,0.0,0.0
2022-05-06 11:30:00-04:00,32954.62890625,32957.3203125,32679.640625,32840.05078125,41201002,0.0,0.0
2022-05-06 12:30:00-04:00,32838.05078125,33016.3515625,32787.7890625,32857.6484375,38094045,0.0,0.0
2022-05-06 13:30:00-04:00,32858.171875,32929.73046875,32615.51953125,32630.51953125,35952112,0.0,0.0
2022-05-06 14:30:00-04:00,32631.330078125,32775.7890625,32578.26953125,32675.3203125,44362755,0.0,0.0
2022-05-06 15:30:00-04:00,32669.890625,33003.2890625,32669.029296875,32910.1484375,60558268,0.0,0.0
2022-05-09 09:30:00-04:00,32685.169921875,32685.169921875,32385.279296875,32429.689453125,0,0.0,0.0
2022-05-09 10:30:00-04:00,32429.94921875,32477.3203125,32273.76953125,32292.83984375,63371759,0.0,0.0
2022-05-09 11:30:00-04:00,32292.580078125,32566.140625,32245.9296875,32515.69921875,50133654,0.0,0.0
2022-05-09 12:30:00-04:00,32516.7890625,32563.75,32326.099609375,32438.3203125,36592624,0.0,0.0
2022-05-09 13:30:00-04:00,32438.619140625,32499.05078125,32324.029296875,32394.16015625,40209040,0.0,0.0
2022-05-09 14:30:00-04:00,32394.7109375,32569.109375,32318.91015625,32366.8203125,54049981,0.0,0.0
2022-05-09 15:30:00-04:00,32369.0703125,32369.0703125,32121.98046875,32261.140625,69876125,0.0,0.0
2022-05-10 09:30:00-04:00,32504.08984375,32752.169921875,32410.91015625,32449.849609375,0,0.0,0.0
2022-05-10 10:30:00-04:00,32450.6796875,32459.94921875,32070.48046875,32157.83984375,57936777,0.0,0.0
2022-05-10 11:30:00-04:00,32158.2109375,32240.8203125,31976.25,31990.5,43468518,0.0,0.0
2022-05-10 12:30:00-04:00,31991.310546875,32136.1796875,31887.890625,32129.369140625,39911923,0.0,0.0
2022-05-10 13:30:00-04:00,32128.73046875,32429.650390625,32128.73046875,32252.30078125,49261580,0.0,0.0
2022-05-10 14:30:00-04:00,32252.349609375,32382.5390625,32156.689453125,32169.5,44189029,0.0,0.0
2022-05-10 15:30:00-04:00,32169.9609375,32181.0,32068.810546875,32163.310546875,50778077,0.0,0.0
2022-05-11 09:30:00-04:00,32123.240234375,32507.5703125,31996.650390625,32484.349609375,0,0.0,0.0
2022-05-11 10:30:00-04:00,32484.1796875,32584.01953125,32283.240234375,32429.4609375,50690681,0.0,0.0
2022-05-11 11:30:00-04:00,32428.66015625,32559.240234375,32213.369140625,32220.939453125,37588579,0.0,0.0
2022-05-11 12:30:00-04:00,32220.869140625,32244.6796875,31999.259765625,32007.140625,51089224,0.0,0.0
2022-05-11 13:30:00-04:00,32006.69921875,32121.080078125,31843.48046875,32037.26953125,53003979,0.0,0.0
2022-05-11 14:30:00-04:00,32038.259765625,32195.060546875,31930.490234375,31982.75,52508249,0.0,0.0
2022-05-11 15:30:00-04:00,31984.30078125,32015.08984375,31798.859375,31832.890625,63129933,0.0,0.0
2022-05-12 09:30:00-04:00,31699.0390625,31842.669921875,31476.55078125,31732.369140625,0,0.0,0.0
2022-05-12 10:30:00-04:00,31733.990234375,31914.4609375,31642.990234375,31727.009765625,62670896,0.0,0.0
2022-05-12 11:30:00-04:00,31729.310546875,31744.970703125,31462.130859375,31611.44921875,54127558,0.0,0.0
2022-05-12 12:30:00-04:00,31610.3203125,31717.560546875,31462.599609375,31498.26953125,42886317,0.0,0.0
2022-05-12 13:30:00-04:00,31501.55078125,31525.23046875,31302.900390625,31344.1796875,54217639,0.0,0.0
2022-05-12 14:30:00-04:00,31344.75,31551.73046875,31228.220703125,31407.48046875,61198532,0.0,0.0
2022-05-12 15:30:00-04:00,31407.490234375,31748.619140625,31403.310546875,31745.359375,73485795,0.0,0.0
2022-05-13 09:30:00-04:00,31963.859375,32248.390625,31911.259765625,32211.990234375,0,0.0,0.0
2022-05-13 10:30:00-04:00,32210.23046875,32232.98046875,32087.08984375,32229.080078125,43909805,0.0,0.0
2022-05-13 11:30:00-04:00,32228.669921875,32276.05078125,32146.9609375,32199.140625,35015656,0.0,0.0
2022-05-13 12:30:00-04:00,32199.640625,32239.609375,32085.05078125,32093.509765625,38873154,0.0,0.0
2022-05-13 13:30:00-04:00,32093.720703125,32121.5703125,31862.7890625,31933.23046875,37289512,0.0,0.0
2022-05-13 14:30:00-04:00,31933.16015625,32232.41015625,31933.16015625,32230.05078125,39034534,0.0,0.0
2022-05-13 15:30:00-04:00,32229.630859375,32244.240234375,32084.759765625,32196.73046875,54414306,0.0,0.0
2022-05-16 09:30:00-04:00,32152.150390625,32202.9609375,31928.1796875,32199.359375,0,0.0,0.0
2022-05-16 10:30:00-04:00,32198.609375,32202.4609375,31997.7109375,32089.16015625,42110079,0.0,0.0
2022-05-16 11:30:00-04:00,32088.5390625,32282.4296875,32045.029296875,32202.75,32738798,0.0,0.0
2022-05-16 12:30:00-04:00,32203.240234375,32386.259765625,32145.869140625,32384.51953125,27196664,0.0,0.0
2022-05-16 13:30:00-04:00,32383.890625,32482.240234375,32340.189453125,32479.9296875,31971274,0.0,0.0
2022-05-16 14:30:00-04:00,32479.330078125,32514.01953125,32273.83984375,32290.259765625,35712836,0.0,0.0
2022-05-16 15:30:00-04:00,32291.5,32306.630859375,32174.80078125,32238.7109375,47325060,0.0,0.0
2022-05-17 09:30:00-04:00,32427.0,32673.5390625,32417.2890625,32420.859375,0,0.0,0.0
2022-05-17 10:30:00-04:00,32420.060546875,32463.380859375,32308.150390625,32453.509765625,45183629,0.0,0.0
2022-05-17 11:30:00-04:00,32453.400390625,32515.080078125,32388.640625,32497.19921875,34754371,0.0,0.0
2022-05-17 12:30:00-04:00,32498.150390625,32615.4609375,32482.470703125,32553.720703125,31133553,0.0,0.0
2022-05-17 13:30:00-04:00,32553.779296875,32617.0,32359.349609375,32442.9609375,42225639,0.0,0.0
2022-05-17 14:30:00-04:00,32442.80078125,32689.140625,32376.080078125,32661.220703125,46422962,0.0,0.0
2022-05-17 15:30:00-04:00,32664.380859375,32677.529296875,32569.330078125,32656.33984375,51380718,0.0,0.0
2022-05-18 09:30:00-04:00,32468.669921875,32468.669921875,32107.0390625,32107.529296875,0,0.0,0.0
2022-05-18 10:30:00-04:00,32107.16015625,32154.720703125,31886.41015625,31898.509765625,53667942,0.0,0.0
2022-05-18 11:30:00-04:00,31898.720703125,31961.669921875,31781.7109375,31809.630859375,45339599,0.0,0.0
2022-05-18 12:30:00-04:00,31806.91015625,31888.900390625,31663.130859375,31691.0,42946035,0.0,0.0
2022-05-18 13:30:00-04:00,31690.5390625,31717.060546875,31535.380859375,31640.0703125,44634154,0.0,0.0
2022-05-18 14:30:00-04:00,31640.48046875,31645.330078125,31397.740234375,31407.4609375,55842859,0.0,0.0
2022-05-18 15:30:00-04:00,31406.359375,31531.580078125,31393.94921875,31505.08984375,76672045,0.0,0.0
2022-05-19 09:30:00-04:00,31262.619140625,31362.580078125,31016.41015625,31186.33984375,0,0.0,0.0
2022-05-19 10:30:00-04:00,31181.859375,31247.900390625,31066.16015625,31166.580078125,68510604,0.0,0.0
2022-05-19 11:30:00-04:00,31166.869140625,31421.490234375,31166.869140625,31305.69921875,54500137,0.0,0.0
2022-05-19 12:30:00-04:00,31305.75,31315.66015625,31133.529296875,31230.0390625,46688243,0.0,0.0
2022-05-19 13:30:00-04:00,31230.099609375,31423.419921875,31170.58984375,31322.380859375,45650349,0.0,0.0
2022-05-19 14:30:00-04:00,31322.990234375,31569.130859375,31268.76953125,31270.509765625,56965717,0.0,0.0
2022-05-19 15:30:00-04:00,31270.0390625,31354.41015625,31214.5703125,31249.76953125,65729810,0.0,0.0
2022-05-20 09:30:00-04:00,31426.939453125,31515.779296875,31248.990234375,31295.3203125,0,0.0,0.0
2022-05-20 10:30:00-04:00,31294.060546875,31294.060546875,30951.8203125,31027.44921875,52314904,0.0,0.0
2022-05-20 11:30:00-04:00,31027.310546875,31089.650390625,30852.970703125,30910.279296875,51463366,0.0,0.0
2022-05-20 12:30:00-04:00,30909.029296875,30934.9296875,30637.900390625,30640.83984375,62367032,0.0,0.0
2022-05-20 13:30:00-04:00,30640.720703125,30871.560546875,30635.759765625,30761.1796875,50556454,0.0,0.0
2022-05-20 14:30:00-04:00,30760.009765625,30968.859375,30693.75,30968.619140625,52088188,0.0,0.0
2022-05-20 15:30:00-04:00,30968.810546875,31278.140625,30912.630859375,31258.69921875,73232847,0.0,0.0
2022-05-23 09:30:00-04:00,31395.890625,31734.560546875,31395.890625,31734.560546875,0,0.0,0.0
2022-05-23 10:30:00-04:00,31737.9609375,31908.689453125,31657.41015625,31901.33984375,55820862,0.0,0.0
2022-05-23 11:30:00-04:00,31901.259765625,31968.419921875,31892.7109375,31914.939453125,45763339,0.0,0.0
2022-05-23 12:30:00-04:00,31913.619140625,31940.75,31754.240234375,31818.4609375,35789950,0.0,0.0
2022-05-23 13:30:00-04:00,31818.9609375,31928.150390625,31797.4296875,31907.3203125,30691990,0.0,0.0
2022-05-23 14:30:00-04:00,31909.08984375,31957.349609375,31816.509765625,31854.41015625,38765045,0.0,0.0
2022-05-23 15:30:00-04:00,31855.0703125,31919.349609375,31751.5703125,31875.30078125,48926044,0.0,0.0
2022-05-24 09:30:00-04:00,31717.609375,31770.189453125,31437.9609375,31511.48046875,0,0.0,0.0
2022-05-24 10:30:00-04:00,31511.349609375,31512.259765625,31365.58984375,31456.970703125,44048850,0.0,0.0
2022-05-24 11:30:00-04:00,31456.990234375,31759.58984375,31422.30078125,31646.609375,38306631,0.0,0.0
2022-05-24 12:30:00-04:00,31647.400390625,31667.869140625,31530.619140625,31627.2890625,30092684,0.0,0.0
2022-05-24 13:30:00-04:00,31626.76953125,31853.970703125,31574.609375,31799.51953125,39055576,0.0,0.0
2022-05-24 14:30:00-04:00,31795.689453125,31879.529296875,31666.33984375,31858.830078125,44196872,0.0,0.0
2022-05-24 15:30:00-04:00,31862.529296875,32014.859375,31847.009765625,31950.73046875,57380405,0.0,0.0
2022-05-25 09:30:00-04:00,31816.310546875,32085.779296875,31779.94921875,32079.150390625,0,0.0,0.0
2022-05-25 10:30:00-04:00,32078.900390625,32150.08984375,31988.4609375,32018.259765625,37587706,0.0,0.0
2022-05-25 11:30:00-04:00,32018.4296875,32018.4296875,31809.4609375,31843.2890625,33113555,0.0,0.0
2022-05-25 12:30:00-04:00,31843.580078125,31903.689453125,31807.23046875,31895.6796875,27842882,0.0,0.0
2022-05-25 13:30:00-04:00,31896.220703125,32052.619140625,31754.330078125,32048.439453125,37888079,0.0,0.0
2022-05-25 14:30:00-04:00,32047.490234375,32254.439453125,32034.669921875,32196.98046875,44364391,0.0,0.0
2022-05-25 15:30:00-04:00,32197.310546875,32228.2109375,32062.580078125,32121.130859375,46986121,0.0,0.0
2022-05-26 09:30:00-04:00,32248.169921875,32607.44921875,32248.169921875,32573.669921875,0,0.0,0.0
2022-05-26 10:30:00-04:00,32573.740234375,32646.890625,32551.7109375,32605.720703125,47022672,0.0,0.0
2022-05-26 11:30:00-04:00,32606.900390625,32648.25,32559.419921875,32647.9296875,36182245,0.0,0.0
2022-05-26 12:30:00-04:00,32648.060546875,32770.62890625,32636.9296875,32686.359375,31629929,0.0,0.0
2022-05-26 13:30:00-04:00,32686.029296875,32737.01953125,32668.19921875,32702.869140625,28733356,0.0,0.0
2022-05-26 14:30:00-04:00,32703.0390625,32722.58984375,32618.359375,32668.630859375,34036089,0.0,0.0
2022-05-26 15:30:00-04:00,32666.51953125,32774.140625,32613.16015625,32637.16015625,48306811,0.0,0.0
2022-05-27 09:30:00-04:00,32735.08984375,32924.69140625,32682.009765625,32878.8203125,0,0.0,0.0
2022-05-27 10:30:00-04:00,32880.51171875,32956.55078125,32840.28125,32945.8515625,38918267,0.0,0.0
2022-05-27 11:30:00-04:00,32944.96875,33010.91015625,32921.359375,32996.8515625,29749239,0.0,0.0
2022-05-27 12:30:00-04:00,32996.73046875,33015.671875,32956.26171875,32976.859375,24242167,0.0,0.0
2022-05-27 13:30:00-04:00,32976.62109375,32997.8515625,32942.671875,32986.37109375,22126719,0.0,0.0
2022-05-27 14:30:00-04:00,32985.7890625,33143.71875,32974.73828125,33137.5703125,32431785,0.0,0.0
2022-05-27 15:30:00-04:00,33136.51171875,33212.23828125,33085.03125,33209.9296875,51419859,0.0,0.0
2022-05-31 09:30:00-04:00,33160.58984375,33160.58984375,32752.33984375,32924.0,0,0.0,0.0
2022-05-31 10:30:00-04:00,32926.41015625,33055.51953125,32923.23828125,32933.44140625,36462523,0.0,0.0
2022-05-31 11:30:00-04:00,32933.5390625,33187.109375,32906.71875,33082.98046875,34514638,0.0,0.0
2022-05-31 12:30:00-04:00,33084.078125,33180.859375,33050.7890625,33074.4609375,29160856,0.0,0.0
2022-05-31 13:30:00-04:00,33073.08984375,33240.21875,33067.1796875,33173.890625,31450091,0.0,0.0
2022-05-31 14:30:00-04:00,33175.5,33190.0703125,32941.421875,33096.94921875,38182392,0.0,0.0
2022-05-31 15:30:00-04:00,33095.25,33158.19140625,32966.890625,33010.75,65973554,0.0,0.0
2022-06-01 09:30:00-04:00,33156.30859375,33261.171875,32803.69140625,32804.83984375,0,0.0,0.0
2022-06-01 10:30:00-04:00,32805.01953125,32837.890625,32650.369140625,32699.1796875,42011387,0.0,0.0
2022-06-01 11:30:00-04:00,32698.880859375,32722.26953125,32590.220703125,32635.669921875,37654747,0.0,0.0
2022-06-01 12:30:00-04:00,32635.259765625,32772.078125,32584.759765625,32746.30078125,29014887,0.0,0.0
2022-06-01 13:30:00-04:00,32747.58984375,32934.73046875,32732.220703125,32902.28125,30234105,0.0,0.0
2022-06-01 14:30:00-04:00,32902.62109375,32955.3984375,32837.26953125,32920.21875,31326892,0.0,0.0
2022-06-01 15:30:00-04:00,32920.12109375,32984.8515625,32805.3203125,32814.51171875,42048902,0.0,0.0
2022-06-02 09:30:00-04:00,32809.01171875,32858.30078125,32509.4296875,32563.76953125,0,0.0,0.0
2022-06-02 10:30:00-04:00,32565.529296875,32852.609375,32542.8203125,32814.25,40025432,0.0,0.0
2022-06-02 11:30:00-04:00,32816.078125,32964.9296875,32748.849609375,32964.51171875,31070007,0.0,0.0
2022-06-02 12:30:00-04:00,32964.37890625,33024.890625,32956.5703125,32988.94921875,29634778,0.0,0.0
2022-06-02 13:30:00-04:00,32988.6484375,33090.890625,32985.1484375,33058.26953125,29043091,0.0,0.0
2022-06-02 14:30:00-04:00,33058.2890625,33132.26171875,33038.96875,33089.41015625,40478975,0.0,0.0
2022-06-02 15:30:00-04:00,33089.62890625,33245.48046875,33084.23046875,33245.48046875,45544873,0.0,0.0
2022-06-03 09:30:00-04:00,32986.3203125,33135.609375,32942.109375,33035.26171875,0,0.0,0.0
2022-06-03 10:30:00-04:00,33035.05859375,33066.33984375,32852.8203125,32885.6796875,36392040,0.0,0.0
2022-06-03 11:30:00-04:00,32886.109375,32964.12890625,32852.62109375,32948.87109375,27052319,0.0,0.0
2022-06-03 12:30:00-04:00,32948.7109375,33108.16015625,32931.44140625,32986.83984375,26451299,0.0,0.0
2022-06-03 13:30:00-04:00,32987.76953125,33019.6796875,32905.1015625,33019.6796875,22066944,0.0,0.0
2022-06-03 14:30:00-04:00,33018.83984375,33019.609375,32855.01171875,32924.328125,27382153,0.0,0.0
2022-06-03 15:30:00-04:00,32925.75,32946.0,32839.2109375,32896.890625,45006063,0.0,0.0
2022-06-06 09:30:00-04:00,33032.0390625,33235.37109375,33032.0390625,33202.01171875,0,0.0,0.0
2022-06-06 10:30:00-04:00,33202.109375,33230.28125,32972.109375,33006.8203125,31964701,0.0,0.0
2022-06-06 11:30:00-04:00,33006.6015625,33068.71875,32888.75,32894.828125,24495856,0.0,0.0
2022-06-06 12:30:00-04:00,32894.7890625,32962.01171875,32872.44140625,32928.30078125,20462737,0.0,0.0
2022-06-06 13:30:00-04:00,32928.19921875,33027.2109375,32887.1796875,32905.51171875,22479603,0.0,0.0
2022-06-06 14:30:00-04:00,32904.23828125,32934.05078125,32819.5,32849.28125,28524141,0.0,0.0
2022-06-06 15:30:00-04:00,32848.91015625,32966.19921875,32819.921875,32913.078125,34322903,0.0,0.0
2022-06-07 09:30:00-04:00,32783.03125,32831.98046875,32641.849609375,32823.87109375,0,0.0,0.0
2022-06-07 10:30:00-04:00,32824.80078125,32997.609375,32824.80078125,32903.19140625,32455774,0.0,0.0
2022-06-07 11:30:00-04:00,32903.08984375,32920.26171875,32830.94921875,32877.21875,23381897,0.0,0.0
2022-06-07 12:30:00-04:00,32877.26171875,33049.828125,32863.30859375,33033.5,22174879,0.0,0.0
2022-06-07 13:30:00-04:00,33033.359375,33105.16015625,32991.37109375,33072.55859375,23415311,0.0,0.0
2022-06-07 14:30:00-04:00,33073.19921875,33120.8515625,33012.76953125,33115.94140625,25010390,0.0,0.0
2022-06-07 15:30:00-04:00,33116.48046875,33207.44921875,33110.30859375,33174.859375,37999794,0.0,0.0
2022-06-08 09:30:00-04:00,33087.0703125,33140.87890625,32930.26171875,33042.03125,0,0.0,0.0
2022-06-08 10:30:00-04:00,33041.87109375,33136.26953125,33002.94140625,33108.01171875,30719195,0.0,0.0
2022-06-08 11:30:00-04:00,33108.140625,33156.5,33052.1796875,33079.6484375,23484206,0.0,0.0
2022-06-08 12:30:00-04:00,33079.6015625,33079.7890625,32896.62109375,32906.87890625,25206887,0.0,0.0
2022-06-08 13:30:00-04:00,32905.1484375,32918.828125,32824.9296875,32858.328125,25445346,0.0,0.0
2022-06-08 14:30:00-04:00,32857.4296875,32961.26953125,32824.37109375,32950.16015625,26846160,0.0,0.0
2022-06-08 15:30:00-04:00,32949.98828125,32975.5,32874.0,32910.19921875,34830514,0.0,0.0
2022-06-09 09:30:00-04:00,32828.62109375,32956.73046875,32712.859375,32826.1796875,0,0.0,0.0
2022-06-09 10:30:00-04:00,32825.83984375,32869.37890625,32679.310546875,32737.6796875,30290625,0.0,0.0
2022-06-09 11:30:00-04:00,32737.41015625,32839.25,32703.779296875,32798.55859375,24262226,0.0,0.0
2022-06-09 12:30:00-04:00,32798.421875,32900.76171875,32784.4609375,32790.6015625,19817717,0.0,0.0
2022-06-09 13:30:00-04:00,32793.05859375,32822.671875,32720.9609375,32747.05078125,21807957,0.0,0.0
2022-06-09 14:30:00-04:00,32746.9296875,32746.9296875,32479.080078125,32479.080078125,34930391,0.0,0.0
2022-06-09 15:30:00-04:00,32478.0,32488.48046875,32267.779296875,32272.439453125,51758602,0.0,0.0
2022-06-10 09:30:00-04:00,32053.51953125,32053.51953125,31449.759765625,31467.23046875,0,0.0,0.0
2022-06-10 10:30:00-04:00,31466.150390625,31628.640625,31463.41015625,31506.390625,49731958,0.0,0.0
2022-06-10 11:30:00-04:00,31504.560546875,31585.4296875,31438.23046875,31509.4609375,31845635,0.0,0.0
2022-06-10 12:30:00-04:00,31510.0,31554.76953125,31419.689453125,31554.76953125,26198650,0.0,0.0
2022-06-10 13:30:00-04:00,31554.76953125,31623.119140625,31484.8203125,31560.779296875,30470547,0.0,0.0
2022-06-10 14:30:00-04:00,31560.900390625,31717.25,31522.0,31660.2109375,35285577,0.0,0.0
2022-06-10 15:30:00-04:00,31660.0390625,31682.349609375,31387.83984375,31387.83984375,58621404,0.0,0.0
2022-06-13 09:30:00-04:00,31144.91015625,31144.91015625,30606.330078125,30647.76953125,0,0.0,0.0
2022-06-13 10:30:00-04:00,30646.0,30719.259765625,30493.0703125,30652.830078125,60066410,0.0,0.0
2022-06-13 11:30:00-04:00,30652.240234375,30820.900390625,30603.439453125,30766.599609375,44522291,0.0,0.0
2022-06-13 12:30:00-04:00,30766.169921875,30919.939453125,30628.73046875,30662.58984375,33452336,0.0,0.0
2022-06-13 13:30:00-04:00,30662.400390625,30840.80078125,30623.529296875,30672.560546875,33337784,0.0,0.0
2022-06-13 14:30:00-04:00,30670.890625,30780.390625,30505.529296875,30505.529296875,56634695,0.0,0.0
2022-06-13 15:30:00-04:00,30505.240234375,30557.58984375,30373.720703125,30531.630859375,77271622,0.0,0.0
2022-06-14 09:30:00-04:00,30592.33984375,30690.80078125,30428.330078125,30428.330078125,0,0.0,0.0
2022-06-14 10:30:00-04:00,30429.099609375,30543.810546875,30310.41015625,30368.119140625,44837210,0.0,0.0
2022-06-14 11:30:00-04:00,30369.009765625,30440.3203125,30265.189453125,30317.759765625,39032124,0.0,0.0
2022-06-14 12:30:00-04:00,30317.76953125,30541.859375,30258.8203125,30431.48046875,32244202,0.0,0.0
2022-06-14 13:30:00-04:00,30430.55078125,30439.689453125,30266.51953125,30340.5,32853286,0.0,0.0
2022-06-14 14:30:00-04:00,30340.599609375,30369.58984375,30144.23046875,30280.169921875,38733414,0.0,0.0
2022-06-14 15:30:00-04:00,30279.830078125,30471.5703125,30279.830078125,30371.880859375,54300157,0.0,0.0
2022-06-15 09:30:00-04:00,30570.5,30761.9296875,30569.3203125,30704.98046875,0,0.0,0.0
2022-06-15 10:30:00-04:00,30708.310546875,30715.869140625,30459.98046875,30508.16015625,35436397,0.0,0.0
2022-06-15 11:30:00-04:00,30507.0390625,30598.359375,30482.869140625,30589.060546875,30437407,0.0,0.0
2022-06-15 12:30:00-04:00,30588.849609375,30615.7109375,30463.060546875,30554.189453125,27390183,0.0,0.0
2022-06-15 13:30:00-04:00,30553.9609375,30731.580078125,30309.279296875,30370.330078125,43877999,0.0,0.0
2022-06-15 14:30:00-04:00,30367.150390625,30910.1796875,30185.080078125,30909.859375,75571026,0.0,0.0
2022-06-15 15:30:00-04:00,30908.439453125,31011.970703125,30618.7109375,30663.359375,56686949,0.0,0.0
2022-06-16 09:30:00-04:00,30305.740234375,30305.740234375,29878.189453125,30049.7109375,0,0.0,0.0
2022-06-16 10:30:00-04:00,30047.720703125,30060.310546875,29808.1796875,29987.470703125,54506536,0.0,0.0
2022-06-16 11:30:00-04:00,29988.630859375,30008.390625,29883.1796875,29981.5703125,37875975,0.0,0.0
2022-06-16 12:30:00-04:00,29981.33984375,30094.220703125,29919.1796875,30064.189453125,35093277,0.0,0.0
